#Approved Symbol	Previous Symbols	Synonyms
A1BG		
PDE5A		
PDE6A	PDEA	RP43
PDE6B	PDEB	CSNB3, rd1, RP40
PDE6C		PDEA2, ACHM5, COD4
PDE6D		
PDE6G	PDEG	
PDE6H		
PDE7A		HCP1
PDE7B		
PDE8A		HsT19550
PDE8B		
PDE9A		
PDGFA		PDGF1, PDGF-A
PDGFB	SIS	SSV
PDGFC		SCDGF, fallotein
PDGFRA		CD140a, PDGFR2
PDGFRB	PDGFR	JTK12, CD140b, PDGFR1
PDGFRL		PRLTS
PDHA1	PDHA	
PDHA2	PDHAL	
PDHB		
PDK1		
PDK2		PDHK2
PDK3		
PDK4		
PDPK1		PDK1
PDR		
SLC26A4	DFNB4	PDS
PDXK	C21orf97, C21orf124	PNK, PKH, FLJ21324, PRED79, FLJ31940, MGC15873
PDYN	SCA23	PENKB, ADCA
PDZK1		PDZD1, NHERF3
PEA15		HMAT1, MAT1, PED, PEA-15, MAT1H, HUMMAT1H
PECAM1		CD31
SERPINF1	PEDF	EPC-1, PIG35
PEE1		
PEG3		ZKSCAN22, KIAA0287, ZNF904, ZSCAN24
PELI1		
PELI2		
PELO		
PEMT		PEMPT, PEMT2
PENK		
PEPB		
PEPC		
PEPD		
PEPE		
PER1	PER	RIGUI
PER2		KIAA0347
PER3		
PES1		PES
PET112	PET112L	
PEX1	ZWS1, ZWS	
PEX10		RNF69
PEX11A		PEX11-ALPHA, MGC119947, MGC138534
PEX11B		
PEX12		
PEX13		
PEX14		
PEX16		
PEX3		
PEX6		PXAAA1, PAF-2
PEX7		PTS2R, RD
PF4		SCYB4, CXCL4
PF4V1		SCYB4V1, CXCL4V1, CXCL4L1
PFAS		PURL, FGARAT, KIAA0361
CFP	PFC	
PFDN1		PFD1
PFDN2		
PFDN4		PFD4, C-1, C1
PFDN5		PFD5, MM-1
PFKFB1	PFRX	
PFKFB2		
PFKFB3		
PFKFB4		
PFKL		
PFKM	PFKX	PFK-1
PFKP		PFK-C, PFKF
PFN1		
PFN2		
CDK14	PFTK1	PFTAIRE1
PGA3		
PGA4		
PGA5		
PGAM1	PGAMA	PGAM-B
PGAM2		PGAM-M
PGC		
PGD		
PGDP1	PGDL1	
PGF	PGFL	PLGF, PlGF-2, PlGF, SHGC-10760, D12S1900
PGGT1B		GGTI, BGGI
PGK1		
PGK1P1		
PGK2		PGKPS, PGK-2
PGK1P2		
PGLS		6PGL
PGLYRP1	TNFSF3L, PGLYRP	TAG7, PGRP, PGRP-S, PGRPS
PGM1		
PGM2		FLJ10983
PGM3		AGM1, DKFZP434B187, PAGM
PGM5		PGMRP
PGP		
PGR		PR, NR3C3
MRXS5	PGS	
PHB		PHB1
PHBP1		
PHBP2		
PHBP3		
PHBP4		
PHEX	HYP, HPDR	PEX, HPDR1, HYP1, XLH
PHF1		MTF2L2, TDRD19C
PHF2		KIAA0662, JHDM1E, CENP-35
PHF3		
PHGDH		SERA, PGDH, PDG
PHKA1	PHKA	
PHKA2	PHK, PYK	
PHKB		
PHKBP1		
PHKBP2		
PHKG1	PHKG	
PHKG2		
PHKG1P3	PHKGL	PHKg1ps2
PHLDA1		TDAG51, DT1P1B11, PHRIP
PHLDA3		TIH1
PHTF1	PHTF	
PHYH		PAHX, RD, PHYH1
SERPINA1	PI	AAT, A1A, PI1, alpha-1-antitrypsin, A1AT, alpha1AT
SERPINB10	PI10	bomapin
SERPINI1	PI12	neuroserpin
SERPINB13	PI13	HUR7, hurpin, headpin
SERPINI2	PI14	PANCPIN, TSA2004, MEPI, pancpin
PI15		P25TI
PI3		ESI, SKALP, ELAFIN, WAP3, WFDC14, cementoin
SERPINA4	PI4	KST, KAL, KLST, kallistatin
SERPINB5	PI5	maspin
SERPINB6	PI6, DFNB91	PTI, CAP
SERPINE2	PI7	PN1, GDN, PNI, nexin
SERPINB8	PI8	CAP2
SERPINB8P1	PI8L1, SERPINB11, SERPINBP1	
SERPINB9	PI9	CAP3
INPP5J	PIB5PA	INPP5
PIGA		GPI3
PIGAP1		
PIGB		
PIGC		
PIGCP1		
PIGF		
PIGFP1		
PIGH		GPI-H
PIGK		hGPI8, GPI8
PIGL		
PIGN		MDC4, PIG-N
PIGR		
PIH		
PIK3C2A		PI3K-C2alpha
PIK3C2B		C2-PI3K, PI3K-C2beta
PIK3C2G		
PIK3C3		Vps34
PIK3CA		PI3K
PIK3CB	PIK3C1	
PIK3CD		p110D
PIK3CG		
PIK3R1		GRB1, p85-ALPHA, p85
PIK3R2		P85B, p85
PIK3R3		p55
PIK3R4		VPS15, p150
PI4KA	PIK4CA	PI4K-ALPHA, pi4K230
PI4KB	PIK4CB	PI4K-BETA, pi4K92
SERPINA2P	PIL, SERPINA2	ATR, ARGS
PIM1	PIM	
PIM2		
PIN1		dod
PIN1P1	PIN1L	
PIN4		PAR14, PAR17, EPVH
PIP		GCDFP-15, GCDFP15, GPIP4
PIP5K1A		
PIP5K1B		STM7, MSS4
PIP5K1C		PIP5Kgamma, KIAA0589, LCCS3
PIP4K2A	PIP5K2A	PIP5KIIA, PIP5KIIalpha
PIP4K2B	PIP5K2B	PIP5KIIB, PIP5KIIbeta
PISD		dJ858B16.2, PSDC
PITPNA	PITPN	VIB1A
PITPNB		VIB1B
PITPNM1	PITPNM	DRES9, NIR2, RDGB1, RDGBA1, Rd9, RDGB
PITX1	BFT	PTX1, POTX
PITX2	IRID2, IHG2, RIEG, RIEG1, RGS	IGDS, RS, Brx1, Otlx2, ARP1
PITX3		
PIWIL1		PIWI, HIWI
PKD1		PBP, Pc-1, TRPP1
PKD2		PKD4, PC2, Pc-2, TRPP2
PKD2L1	PKD2L, PKDL	PCL, TRPP3
PKD2L2		TRPP5
PKD3		
PKDREJ		
PKHD1	TIGM1	ARPKD, FCYT
PKIA	PRKACN1	
PKIB	PRKACN2	
PKIG		
PKLR		
PKM	PKM2	THBP1, OIP3, PK3
PKNOX1		PREP1
PKP1		B6P
PKP2		
PKP3		
PKP4		p0071
PLA2G10		GXPLA2
PLA2G1B	PLA2, PPLA2, PLA2A	
PLA2G2A	PLA2B, PLA2L	
PLA2G2C		
PLA2G2D		sPLA2S
PLA2G4A	PLA2G4	cPLA2-alpha
PLA2G4B		cPLA2-beta, HsT16992
PLA2G4C		cPLA2-gamma
PLA2G5		
PLA2G6		iPLA2, PNPLA9, PARK14, iPLA2beta, NBIA2
PLA2G7		PAFAH, LDL-PLA2
PLA2R1		PLA2G1R, PLA2IR, PLA2-R, CLEC13C
PLAA		PLAP, PLA2P, FLJ11281, FLJ12699, DOA1
PLAC1		CT92
PLAG1		ZNF912
PLAGL1		ZAC, LOT1
PLAGL2		ZNF900
PLAT		
PLAU		URK, UPA
PLAUR		URKR, UPAR, CD87
PLCB2		FLJ38135
PLCB3		
PPP1R14B	PLCB3N	SOM172, PNG, PHI-1
PPP1R14BP1	PLCB3NP	
PLCB4		
PLCD1		
PLCD3		
PLCD4		
PLCL1	PLCE	PLC-L, PLCL, PRIP
PLCL2	PLCE2	KIAA1092
PLCG1	PLC1	PLC148, PLC-II, PLCgamma1, NCKAP3
PLCG2		
PLD1		
PLD2		
PLEC	EBS1, PLEC1	PCN, PLTN
PLEK		P47
PLG		
PLGLB1	PLGL	PRP-B
PLGLB2	PLGP1	
PLGLA	PLGP2, PLGLA1	
SERPINF2	PLI	API, ALPHA-2-PI, A2AP, AAP
PLIN1	PLIN	
PLK1	PLK	
PLN	PLB	CMD1P
PLOD1	LLH, PLOD	LH1
PLOD2		LH2
PLOD3		LH3
PLP1	SPG2, PLP	GPM6C
PLP2		A4, A4-LSB, MGC126187
PLRG1		PRL1, Prp46, PRPF46, Cwc1, TANGO4
PLS1		I-plastin, Plastin-1
PLS3		T-plastin
PLSCR1		MMTRA1B
PLTP		BPIFE
PLXNA1	PLXN1	NOV
PLXNA2	PLXN2	OCT, FLJ11751, FLJ30634, KIAA0463
PLXNA3	PLXN4	SEX, XAP-6, 6.3, Plxn3
PLXNA4	PLXNA4A, PLXNA4B	KIAA1550, DKFZp434G0625PRO34003, FAYV2820
PLXNB1	PLXN5	SEP, KIAA0407
PLXNB2		MM1, KIAA0315, PLEXB2
PLXNB3	PLXN6	PLEXR, PLEXB3
PLXNC1		VESPR, CD232
PLXND1		KIAA0620
PMAIP1		APR, NOXA
PMCH		MCH
PMCHL1		
PMCHL2		
PMF1		
PML		MYL, TRIM19, RNF71
PMM1		Sec53
PMM2	CDG1	CDGS, CDG1a, PMI, PMI1
PMM2P1		
PMP2		MP2, FABP8, M-FABP
PMP22		HNPP, GAS-3, Sp110
PMPCB		MPPB, MPPP52
PMPS		
PMS1	PMSL1	
PMS2	PMSL2	H_DJ0042M02.9, HNPCC4
PMS2P1	PMS2L6, PMS2L8, PMS2L7, PMS2L1	PMS3, PMS8, PMS2L13, PMSR2, PMSR1
PMS2P10	PMS2L10	PMSR4
PMS2P11	PMS2L11	PMSR6
GIGYF1	PERQ1	GYF1
PMS2P2	PMS2L2	PMS4
PMS2P3	PMS2L9, PMS2L3	PMS5, PMSR3
PMS2P4	PMS2L4	PMS6
PMS2P5	PMS2L5	PMS7, MGC34222
PMS2P9	PMS2LP1, PMS2L17	PMSR5
EXOSC9	PMSCL1	PM/Scl-75, Rrp45p, RRP45, p5, p6
EXOSC10	PMSCL2	PM-Scl, PM/Scl-100, Rrp6p, RRP6, p2, p3, p4
PMVK		PMK, PMKA, HUMPMKI
PRRX1	PMX1	PHOX1
PHOX2B	PMX2B	Phox2b, NBPhox
PNKD		DYT8, PDC, DKFZp564N1362, FPD1, MR-1, BRP17, FKSG19, TAHCCP2, KIAA1184, KIPP1184, MGC31943, PKND1
PNKP		PNK
PNLIP		PL
PNLIPRP1		PLRP1
PNLIPRP2		PLRP2
PNMA1		MA1
PNMA2		MA2, RGAG2
PNMT	PENT	
PNN		memA
PNOC		PPNOC
SEPT5	PNUTL1	HCDCREL-1, H5
SEPT4	PNUTL2	H5, CE5B3, hucep-7, ARTS, hCDCREL-2, MART
PODXL		PCLP, Gp200, PC
POLA1	POLA	p180
POLB		
POLD1	POLD	CDC2
POLD2		
POLE		POLE1
POLE2		DPE2
POLG		POLG1, POLGA
POLG2		MTPOLB, HP55
POLH		RAD30A, XP-V
POLI	RAD3OB, RAD30B	
POLK	DINB1	POLQ, DINP
POLL		
POLM		Tdt-N
POLQ		POLH
POLR2A	POLR2	POLRA, RPB1
POLR2B		RPB2
POLR2C		RPB3
POLR2CP		
POLR2D		RBP4
POLR2E		RPB5, RPABC1, XAP4, hRPB25, hsRPB5
POLR2F		RPB6, HRBP14.4
POLR2G		hRPB19, hsRPB7, RPB7
POLR2H		RPB8
POLR2I		RPB9, hRPB14.5
POLR2J		RPB11, hRPB14, RPB11A, RPB11m, POLR2J1
POLR2K		RPB10alpha
POLR2L		RPB10beta, RBP10, RPABC5, RPB7.6, hRPB7.6, hsRPB10b
POLRMT		h-mtRPOL, APOLMT, MTRNAP, MTRPOL
POMC		MSH, POC, CLIP, ACTH, NPP, LPH
POMT1		LGMD2K
POMZP3		POM-ZP3, POM121
PON1	PON	ESA
PON2		
PON3		
CNOT8	POP2	CAF1, hCAF1, CALIF
POR		CYPOR, FLJ26468
POU1F1	PIT1	GHF-1, POU1F1a
POU2AF1		OBF1
POU2F1	OTF1	OCT1
POU2F2	OTF2	OCT2
POU3F1	OTF6	OCT6, SCIP
POU3F2	OTF7	POUF3, BRN2, OCT7
POU3F3		BRN1, OTF8
POU3F4	DFN3	BRN4, OTF9, DFNX2
POU4F1	BRN3A	RDC-1
POU4F2	BRN3B	Brn-3b
POU4F3	DFNA15	BRN3C
POU5F1	OTF3	OCT3, Oct4, MGC22487
POU5F1P3	OTF3L, POU5F1L	POU5FLC12
POU5F1B	OTF3P1, POU5F1P1	OTF3C
POU6F1		BRN5, MPOU, TCFB1
SLC43A1	POV1	R00504, PB39
PPA1	PP	SID6-8061, Ppase, IOPPP, PP1
PPAN		SSF1, SSF2, SSF, BXDC3
PPAP2A		PAP-2a, LPP1
PPAP2B		PAP-2b, LPP3
PPAP2C		PAP-2c, LPP2
PPARA	PPAR	hPPAR, NR1C1
MED1	TRIP2, PPARGBP, PPARBP	PBP, TRAP220, RB18A, DRIP230, CRSP200, CRSP1
PPARD		NUC1, NUCII, FAAR, NR1C2
PPARG		PPARG1, PPARG2, NR1C3, PPARgamma
PPARGC1A	PPARGC1	PGC1, PGC1A
PPAT		GPAT, PRAT
PPATP1		
PPBP	THBGB1	SCYB7, TGB, NAP-2-L1, LA-PF4, MDGF, LDGF, Beta-TG, CTAP3, CXCL7, PBP, b-TG1, TGB1, CTAPIII, NAP-2
PPBPP1	PPBPL1	TGB2
PPEF1	PPEF	PPP7CA
PPEF2		PPP7CB
PPFIA1		LIP.1, LIPRIN
PPFIA2		
PPFIA3		KIAA0654, LPNA3, MGC126567, MGC126569
PPFIA4		
PPFIBP1		L2, hSGT2, hSgt2p, SGT2
PPFIBP2		Cclp1
CTSA	GSL, PPGB	
PPIA		CYPA
PPIAP1	PPIAP	
PPIB		CYPB, OI9
PPIC		CYPC
PPID		CYP-40
PPIE		CyP-33, MGC3736, MGC111222
PPIF		hCyP3, Cyp-D
PPIL1		CYPL1
PPIL2		UBOX7, CYC4, Cyp-60
PPIL3		CyPJ
PPIAP11	PPIP1	
PPIAP10	PPIAL2, PPIP10	CRP
PPIAP13	PPIP3	
PPIAP14	PPIP4	
PPIAP15	PPIP5	
PPIAP16	PPIP6	
PPIAP7	PPIP7	
PPIAP8	PPIP8	
PPIAP9	PPIP9	Em:AC006046.3
PPL		
PPM1A		MGC9201, PP2Calpha, PP2CA
PPM1B		PPC2BETAX, PP2CB, PP2CBETA
PPM1D		Wip1, PP2C-DELTA
PPM1G		PP2CG, PP2Cgamma
PDP1	PPM2C	PDP, PDH
PPOX	VP	PPO
PPP1CA	PPP1A	PP1A, PP-1A, PP1alpha
PPP1CB		PP1B, PP-1B, PP1beta
PPP1CC		PP1C, PP1gamma
PPP1R10		PNUTS, FB19, CAT53, p99
PPP1R11	TCTE5	HCGV, Tctex5, HCG-V
PPP1R1A		
PPP1R1B		DARPP-32, FLJ20940
PPP1R2		IPP2
PPP1R2P1	PPP1R2P	IPP-2P
PPP1R2P2		
PPP1R3A	PPP1R3	GM
PPP1R3C	PPP1R5	PTG
PPP1R3D	PPP1R6	
PPP1R7		sds22
PPP1R8		ard-1, NIPP-1, PRO2047, ARD1, NIPP1
PPP1R8P1	PPP1R8P	
PPP1R9B	PPP1R6, PPP1R9	Spn, SPINO
PPP2CA		PP2Calpha
PPP2CB		PP2Abeta
PPP2CBP1	PPP2CBP	
PPP2R1A		PR65A, PP2A-Aalpha
PPP2R1B		PR65B, PP2A-Abeta
PPP2R2A		PR52A, PR55A, B55A
PPP2R2B	SCA12	PR55-BETA, PR52B
PPP2R2C		PR52, IMYPNO, MGC33570, PR55G
PPP2R3A	PPP2R3	
PPP2R4		PTPA, PR53
PPP2R5A		PR61A, B56A
PPP2R5B		FLJ35411, B56B, PR61B
PPP2R5C		B56G, PR61G
PPP2R5D		B56D
PPP2R5E		
PPP3CA	CALN, CALNA	CNA1, PPP2B
PPP3CB	CALNB	CALNA2, CNA2, PP2Bbeta
PPP3CC		CALNA3, PP2Bgamma
PPP3R1		CALNB1, CNB, CNB1
PPP3R2		PPP3RL
PPP4C		PP4, PPX
PPP4R1		PP4R1
PPP5C	PPP5	PP5
PPP6C		PP6
PPT1	PPT	CLN1, INCL
PPT2		
PPY		PNP
PPY2		
NPY4R	PPYR1	Y4, PP1
PQBP1	RENS1, MRXS8, SHS, MRX55	
PQBP4		
PR@		
PRAME	MAPE	CT130
PRB1		PM, PMF, PMS, PRB1M, PRB1L
PRB2		PRPPRB1, Ps, cP7
PRB3		PRG
PRB4		
PRC1		ASE1
PRCC		RCCP1
PRCP		PCP, HUMPCP
PRD		
PRDM1	BLIMP1	PRDI-BF1
PRDM2		RIZ, RIZ1, RIZ2, KMT8, MTB-ZF, HUMHOXY1
PRDM4		PFM1
PRDM5		PFM2
PRDM6		
PRDM7		ZNF910
PRDX1	PAGA	NKEFA
PRDX2	TDPX1	PRP, NKEFB, TSA, PRXII, PRX2, MGC4104
PRDX3	AOP1	MER5, AOP-1, SP-22
PRDX5		ACR1, AOEB166, MGC142285, PRXV, PMP20, B166, PRDX6, PLP, SBBI10, MGC117264, MGC142283
PREB		SEC12
PRELP		SLRR2A, prolargin
PREP		
SLC26A5	PRES	DFNB61
PRF1		PFP, P1, HPLH2
SRGN	PRG, PRG1	PPG
PRG2		MBP, BMPG
PRG3		MBPH
PRG4	CACP	JCAP, SZP, MSF, HAPO, bG174L6.2, FLJ32635
PRH1		Pa
PRH2		Pr
PRIM1		
PRIM2	PRIM2A	
PRKAA1		AMPKa1
PRKAA2	PRKAA	AMPK, AMPKa2
PRKAB1		
PRKAB2		
PRKACA		PKACa
PRKACB		PKACb
PRKACG		PKACg
PRKAG1		
PRKAG2		AAKG, AAKG2, H91620p, WPWS, CMH6
PRKAG3		
PRKAR1A	PRKAR1, TSE1	
PRKAR1AP		
PRKAR1B		
PRKAR2A	PRKAR2	
PRKAR2B	PRKAR2	
PRKCA	PKCA	
PICK1	PRKCABP	dJ1039K5, MGC15204
PRKCB	PRKCB2, PKCB, PRKCB1	
ZMYND8	PRKCBP1	RACK7
OLIG2	PRKCBP2, BHLHB1	RACK17, OLIGO2, bHLHe19
PRKCD		
PRKCDBP		SRBC, HSRBC, MGC20400, cavin-3, CAVIN3
PRKCE		
PRKCG	PKCG, SCA14	PKCC, MGC57564
PRKCH	PRKCL	PKC-L, PKCL
PRKCI	DXS1179E	PKCI
PKN1	PRKCL1	DBK, PRK1, PKN, MGC46204, PAK1
PKN2	PRKCL2	PRK2, Pak-2
PRKD1	PRKCM	PKCM, PKD, PKC-mu
PRKD3	PRKCN	EPK2
PRKCQ		
PRKCSH	G19P1	
PRKCZ		PKC2
PRKDC	HYRC, HYRC1	DNPK1, p350, DNAPK, XRCC7, DNA-PKcs
PRKG1	PRKGR1B, PRKG1B	PGK, PKG
PRKG2		cGKII, PRKGR2
EIF2AK2	PRKR	PKR, EIF2AK1
PRKRA		PACT, RAX, HSD14, DYT16
DNAJC3	PRKRI	P58, P58IPK, HP58
PRKRIR		P52rIPK, DAP4, THAP12
PRKX		PKX1
PRKXP1		
PRKXP2		
PRKY		PRKYP, PRKXP3
PRL		
PRLR		
PRM1		CT94.1
PRM2		CT94.2
PRNP	PRIP, GSS, CJD	CD230, PRP, AltPrP
PROC		
PROCR		EPCR, CCD41, CD201
PRODH		HSPOX2, PRODH1, PIG6, PRODH2, TP53I6
PROM1	PROML1, MCDR2, STGD4	AC133, CD133, RP41
PROP1		
PROS1	PROS	
PROSC		
PROSP	PROS2	
PROX1		
PROZ		PZ
PRPH	NEF4	PRPH1
PRPS1	DFN2	CMTX5, DFNX1
PRPS1L1	PRPSL	PRPS3
PRPS1P2	PRPS1L2	
PRPS2		
PRPSAP1		PAP39
PRPSAP2		PAP41
PRRG1		PRGP1
PRRG2		PRGP2
PRS	MRXS2	
LGMN	PRSC1	LGMN1
PRSM2		
PRSS1	TRY1	
HTRA1	PRSS11	HtrA, IGFBP5-protease, ARMD7
PRSS12		BSSP-3, MRT1
LONP1	PRSS15	LonHS, hLON, PIM1
PRSS16		TSSP
PRSS2		TRY2
PRSS21		ESP-1, TEST1, TESTISIN
PRSS3	PRSS4	TRY3, TRY4
TMPRSS15	PRSS7	ENTK, MGC133046
PRSS8		
PRTN3		PR-3, ACPA, C-ANCA, AGP7, MBT, P29
PSAP	SAP1, GLBA	
PSBP1		
PSCA		
CYTH1	PSCD1	B2-1, D17S811E
CYTH2	PSCD2L, PSCD2	CTS18.1, Sec7p-L, ARNO, Sec7p-like
CYTH3	PSCD3	GRP1, ARNO3
CYTH4	PSCD4	CYT4
CYTIP	PSCDBP	B3-1, HE, CYBR, CASP, CYTHIP
PSD		KIAA2011, TYL, PSD1
PSEN1	AD3	FAD, S182, PS1
PSEN2	AD4	AD3L, STM2, PS2
PSG1	PSBG1	PSGGA, CD66f, PBG1
PSG10P	PSG12, PSG10	
PSG11	PSG13, PSG14	MGC22484
PSG2	PSBG2	PSGGB, PSG1, CEA
PSG3		
PSG4		
PSG5		FL-NCA-3, PSG
PSG6		
PSG7		
PSG8		
PSG9	PSG11	PSGII
PSIP1	PSIP2	p52, LEDGF, p75
PSKH1		
PSMA1		HC2, NU, PROS30, MGC14542, MGC14575, MGC14751, MGC1667, MGC21459, MGC22853, MGC23915
PSMA2		MU, HC3, PMSA2
PSMA3		HC8
PSMA4		HC9, HsT17706
PSMA5		ZETA
PSMA6		IOTA, PROS27, p27K, MGC22756, MGC2333, MGC23846
PSMA7		XAPC7, C6, HSPC, RC6-1
PSMB1		PMSB1, HC5
PSMB10	MECL1	LMP10, MGC1665, beta2i
PSMB2		HC7-I
PSMB3		HC10-II, MGC4147
PSMB4		HN3, PROS26
PSMB5		X, MB1
PSMB6		Y, DELTA
PSMB7		Z
PSMB8	LMP7	RING10, D6S216E, PSMB5i, beta5i
PSMB9	LMP2	RING12, beta1i, PSMB6i
PSMC1		S4, p56
PSMC2		MSS1, S7, Nbla10058
PSMC3		TBP1, TBP-1
PSMC3P		
PSMC4	MIP224	TBP7, S6, MGC8570, MGC13687, MGC23214, TBP-7
PSMC5		SUG1, p45/SUG, TBP10, p45, S8, TRIP1, SUG-1
PSMC6		p42
PSMD1		S1, P112, Rpn2
PSMD10		p28
PSMD11		S9, p44.5, MGC3844, Rpn6
PSMD12		p55, Rpn5
PSMD13		p40.5, Rpn9
PSMD2		S2, P97, TRAP2, MGC14274, Rpn1
PSMD3	TSTA2	S3, P58, Rpn3
PSMD4		S5A, AF-1, AF, Rpn10
PSMD4P1	PSMD4P, PSMD15	
PSMD5		S5B, KIAA0072
PSMD6		S10, p44S10, KIAA0107, Rpn7
PSMD7		S12, P40, MOV34, Rpn8
PSMD8		S14, Nin1p, p31, HIP6, HYPF, Rpn12
PSMD9		p27, Rpn4
PSME1		IFI5111, PA28alpha
PSME2		PA28beta
PSME3		Ki, PA28-gamma, REG-GAMMA, PA28G
PSMF1		PI31
PSORS1		
PSORS2		
PSORS3		
PSPH	PSP	
PSPHP1	PSPHL	CO9
PSPN		PSP
PSTPIP1		PSTPIP, CD2BP1L, CD2BP1, CD2BP1S, H-PIP, PAPAS
PSTPIP2		
PTAFR		
PTBP1	PTB	HNRPI, HNRNP-I, PTB2, PTB3, PTB-1, PTB4, pPTB
TAS2R38	PTC	T2R61
PTCH1	NBCCS, PTCH	BCNS
PTCH2		
PTDSS1		KIAA0024, PSSA, PSS1
PTEN	BZS, MHAM	MMAC1, TEP1, PTEN1
PTENP1		PTEN2, psiPTEN, PTH2, PTEN-rs
PTER		
PTGDR		DP, DP1, PTGDR1
PTGDS		PGDS, L-PGDS
PTGER1		EP1
PTGER2		EP2
PTGER3		EP3
PTGER4		EP4
PTGER4P1		
PTGER4P2		
PTGES	MGST1L1	MGST-IV, PIG12, MGST1-L1, TP53I12
PTGFR		FP
PTGFRN		FPRP, EWI-F, CD9P-1, FLJ11001, KIAA1436, SMAP-6, CD315
PTGIR		IP
PTGIS		PGIS, CYP8A1
PTGS1		COX1, PGHS-1, PTGHS
PTGS2		COX2
PTH		PTH1
PTHLH		PTHRP, HHM, PLP, PTHR
PTH1R	PTHR, PTHR1	
PTH2R	PTHR2	
PTK2		FAK, FADK, FAK1, PPP1R71
PTK2B	FAK2	CAKB, PYK2, RAFTK, PTK, CADTK
PTK6		BRK
PTK7		CCK4
TWF1	PTK9	A6
TWF2	PTK9L	A6RP, A6r
PTLAH		FPAH
PTMA	TMSA	
PTMAP1		Em:AB023049.6
PTMAP2		
PTMAP3		
PTMAP4		
PTMAP5		
PTMS		ParaT
PTN	NEGF1	HBNF, HBGF8
PTOS1		
PTOV1		
PTP4A1		PTPCAAX1, PRL-1
PTP4A2	PTP4A	HU-PP-1, PTPCAAX2, OV-1, ptp-IV1a, PRL-2
PTP4A3		PRL-3, PRL-R, PRL3
PTP4A2P1	PTP4AP1	h-PRL-1
PTP4A2P2	PTP4AP2	
PTPLA		CAP
PTPLB		
PTPLC		
PTPN1	PTP1B	
PTPN11	NS1	BPTP3, SH-PTP2, SHP-2, PTP2C, SHP2
PTPN12		PTPG1, PTP-PEST
PTPN13		PTP1E, PTP-BAS, PTPL1, PTP-BL
PTPN14		PEZ
PTPN18		BDP1
PTPN2	PTPT	TCELLPTP, TC-PTP, TCPTP
PTPN21		PTPD1, PTPRL10
PTPN22	PTPN8	Lyp, Lyp1, Lyp2
PTPN2P1	PTPN2P, PTPTP1	
PTPN2P2		
PTPN3		PTPH1
PTPN4		PTPMEG
PTPN5		STEP, PTPSTEP
PTPN6		HCP, HCPH, PTP-1C, SHP-1, SHP1
PTPN7		HEPTP, LC-PTP
PTPN9		MEG2
SIRPA	PTPNS1	SHPS1, SIRP, MYD-1, BIT, P84, SHPS-1, SIRPalpha, CD172a, SIRPalpha2, MFR, SIRP-ALPHA-1
SIRPAP1	PTPNS1L	
PTPRA	PTPRL2, PTPA	LRP, HLPR, HPTPA, RPTPA
PTPRB	PTPB	
PTPRC	CD45	LCA, T200, GP180
PTPRCAP		LPAP, CD45-AP
PTPRD		PTPD, HPTP
PTPRE		PTPE
PTPRF	LAR	
PTPRG	PTPG	RPTPG
PTPRH		SAP-1
PTPRJ		DEP1, HPTPeta, CD148
PTPRK		R-PTP-kappa
PTPRM	PTPRL1	RPTPU, hR-PTPu
PTPRN		IA-2
PTPRN2		KIAA0387, phogrin, ICAAR, IA-2beta
PTPRO		PTPU2, GLEPP1, PTP-U2, PTP-oc, NPHS6
PTPRQ	DFNB84	
PTPRR	PTPRQ	PTPBR7, PTP-SL, EC-PTP, PCPTP1
PTPRS		
PTPRT		RPTPrho, KIAA0283
PTPRU		PTPRO, hPTP-J, PCP-2, FMI, PTP
PTPRZ1	PTPZ, PTPRZ	PTP18, RPTPB, phosphacan
PTPRZ2		HTPZP2, PTPRZ
PTRF		cavin-1, CAVIN1
PTS		PTPS
PTTG1	TUTR1	PTTG, HPTTG, EAP1, securin
PTTG2		
PTX3	TNFAIP5	TSG-14
IGDCC3	PUNC	HsT18880
PURA		PURALPHA, PUR1, PUR-ALPHA
PURB		PURBETA
PVALB		D22S749
PVR	PVS	CD155, HVED, Necl-5, NECL5, Tage4
PVRL1	HVEC, ED4	PRR, PRR1, PVRR1, SK-12, HIgR, CLPED1, CD111, OFC7
PVRL2	HVEB	PVRR2, PRR2, CD112
PVT1		NCRNA00079, LINC00079
PWP2	PWP2H	EHOC-17, UTP1
PEX19	PXF	HK33, D1S2223E, PMP1, PMPI, PXMP1
PXMP2		PMP22
PEX2	PXMP3	PMP35, PAF-1, RNF72, ZWS3
PXN		
PEX5	PXR1	PTS1R
PYCR1		P5C
ALDH18A1	GSAS, PYCS	P5CS
PYGB		
PYGL		
PYGM		
PYY		PYY1
PYY2		
PZP		CPAMD6
QARS		
QDPR		DHPR, PKU2, SDR33C1
QPCT		QC, GCT
QPRT		QPRTase
QSOX1	QSCN6	
R3HDM1	R3HDM	KIAA0029
RAB1A	RAB1	YPT1
RAB10		
RAB11A		YL8
RAB11B		H-YPT3
RAB13		
RAB2A	RAB2	
RAB22A		
RAB24		
RAB27A		RAB27, RAM, GS2, HsT18676
RAB27B		
RAB28		
RGL2	RAB2L	KE1.5, HKE1.5
RAB30		
RAB31		Rab22B
RAB32		
RAB33A		RabS10
RAB35		H-ray
RAB36		
RAB38		NY-MEL-1
RAB3A		
RAB3B		
RAB3D	GOV	RAB16, D2-2, RAD3D
RAB3IL1		
RAB4A	RAB4	HRES-1/RAB4
RAB4B		FLJ78649, MGC52123
RAB5A	RAB5	
RAB5B		
